timestamp,TAC_Reading
1493721779,-0.00107646267727412,0
1493723604,0.00411985677649957,0
1493723919,0.005041537385215,0
1493724233,0.000973943277449555,0
1493724548,-0.00451987403214666,0
1493724863,-0.00637439684153593,0
1493725177,-0.00219118042193777,0
1493725492,0.00551786881970034,0
1493725829,0.0110291372558034,0
1493726169,0.0100899193952053,0
1493726508,0.00414482596554987,0
1493728364,0.000608915844845346,0
1493728679,0.00830827449323861,0
1493730520,0.030796907662038,0
1493732375,0.0622451018517422,0
1493734217,0.0893657098944311,1
1493736074,0.0989688142792841,1
1493738188,0.0867213771949104,1
1493740125,0.0613334797256387,0
1493742180,0.0408618548654219,0
1493744356,0.0427079025914115,0
1493746215,0.0730829531578493,0
1493748246,0.122406205533732,1
1493750107,0.169698476488073,1
1493752155,0.193616845154147,1
1493754015,0.183750153460224,1
1493755873,0.145695310449873,1
1493757728,0.0972634514580795,1
1493759583,0.0584436644095879,0
1493761438,0.0411895061525004,0
1493763292,0.04469899843705,0
1493765149,0.0581462421805794,0
1493767006,0.0683284515590896,0
1493768862,0.0672035472545983,0
1493770716,0.0550922128082789,0
1493772572,0.0385160365002348,0
1493774431,0.0249645377021803,0
1493776286,0.0182913901760661,0
1493778141,0.0173586508487638,0
1493779995,0.0180549715803604,0
1493781833,0.0167028423236049,0
1493783671,0.0123992448331046,0
1493785509,0.00700397290700265,0
1493787346,0.00325770770223375,0
1493789182,0.00263154027317241,0
1493791020,0.00438752867745936,0
1493792855,0.00627911072048435,0
1493794691,0.00619077205488118,0
1493796529,0.00353869084555358,0
1493798365,-0.000407553123024929,0
1493800203,-0.00334448751961761,0
1493802038,-0.00329639612498537,0
1493803883,0.000279761377585022,0
1493805699,0.00619306667558319,0
