timestamp,TAC_Reading
1493722816,0.00238733345256053,0
1493724639,0.000270501344948812,0
1493724954,-0.000839356106634121,0
1493725268,-0.000650846260363192,0
1493725583,0.000233795763988828,0
1493725897,0.000813066067691219,0
1493726211,0.000478821192558179,0
1493726526,-0.00050323119656784,0
1493726840,-0.00121366504642188,0
1493727172,-0.00085777476018472,0
1493727505,0.000494193479021674,0
1493727836,0.00183099123479,0
1493729671,0.00196329297929839,0
1493731487,0.000664186930304705,0
1493733302,-0.000642868706377486,0
1493735134,0.000717889323377842,0
1493736962,0.00723946307304157,0
1493738778,0.0195477267039462,0
1493740607,0.0355491782621144,0
1493742450,0.0510963566589978,0
1493744293,0.0619692302841068,0
1493746135,0.0661243292381769,0
1493747979,0.0648984821737296,0
1493749820,0.0623727349075555,0
1493751662,0.0631352816803407,0
1493753505,0.0696279693699219,0
1493755349,0.0805619892440093,1
1493757193,0.0913444603394419,1
1493759037,0.0963659086415855,1
1493760881,0.0919669970733696,1
1493762725,0.0785125687843323,0
1493764568,0.0604614919855254,0
1493766412,0.0443794754052274,0
1493768256,0.0359103539099241,0
1493770085,0.037235971560714,0
1493771927,0.0462541407069069,0
1493773769,0.0577873699605463,0
1493775611,0.0661048652398802,0
1493777453,0.0674464979464831,0
1493779295,0.0613506541202218,0
1493781136,0.0503014760548793,0
1493782978,0.0380966501975001,0
1493784820,0.0279213249864014,0
1493786662,0.0211167241795467,0
1493788508,0.0171221227193537,0
1493790336,0.0143773125608345,0
1493792165,0.0115022014069123,0
1493793993,0.00804856204686455,0
1493795822,0.00449781361529677,0
1493797651,0.00168172380240712,0
1493799481,0.000115409247229691,0
1493801311,-0.000308695988143876,0
1493803140,-0.000136365383300927,0
1493804971,9.68425106291064e-05,0
1493806801,0.000199804567569018,0
